age,IndividualID,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
27,0034V00002ZUolzQAD, Private,301302, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,<=50K
46,0034V00002ZUom0QAD, Self-emp-not-inc,277946, Assoc-acdm,12, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<=50K
34,0034V00002ZUom1QAD, State-gov,98101, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,45, ?,>50K
34,0034V00002ZUom2QAD, Private,196164, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States,<=50K
44,0034V00002ZUom3QAD, Private,115562, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,<=50K
45,0034V00002ZUom4QAD, Private,96975, Some-college,10, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States,<=50K
20,0034V00002Ze2shQAB, ?,137300, HS-grad,9, Never-married, ?, Other-relative, White, Female,0,0,35, United-States,<=50K
25,0034V00002Ze2siQAB, Private,86872, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,>50K
52,0034V00002Ze2sjQAB, Self-emp-inc,132178, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,>50K
20,0034V00002Ze2skQAB, Private,416103, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,<=50K
28,0034V00002Ze2slQAB, Private,108574, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,<=50K
50,0034V00002Ze2smQAB, State-gov,288353, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,>50K
34,0034V00002Ze2snQAB, Private,227689, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,0,0,64, United-States,<=50K
28,0034V00002Ze2soQAB, Private,166481,7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,2179,40, Puerto-Rico,<=50K
41,0034V00002Ze2spQAB, Private,445382, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,65, United-States,>50K
28,0034V00002Ze2sqQAB, Private,110145, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,<=50K
46,0034V00002Ze2srQAB, Self-emp-not-inc,317253, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States,<=50K
28,0034V00002Ze2ssQAB, ?,123147, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,1887,40, United-States,>50K
32,0034V00002Ze2stQAB, Private,364657, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,<=50K
41,0034V00002Ze2suQAB, Local-gov,42346, Some-college,10, Divorced, Other-service, Not-in-family, Black, Female,0,0,24, United-States,<=50K
24,0034V00002Ze2tBQAR, Private,241951, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States,<=50K
33,0034V00002Ze2tCQAR, Private,118500, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,<=50K
46,0034V00002Ze2tDQAR, Private,188386, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States,>50K
31,0034V00002Ze2tEQAR, State-gov,1033222, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<=50K
35,0034V00002Ze2tFQAR, Private,92440,12th,8, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,>50K
52,0034V00002Ze2tGQAR, Private,190762,1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico,<=50K
30,0034V00002Ze2tHQAR, Private,426017,11th,7, Never-married, Other-service, Own-child, White, Female,0,0,19, United-States,<=50K
34,0034V00002Ze2tIQAR, Local-gov,243867,11th,7, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States,<=50K
34,0034V00002Ze2tJQAR, State-gov,240283, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States,<=50K
20,0034V00002Ze2tKQAR, Private,61777, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States,<=50K
17,0034V00002Ze2tLQAR, Private,175024,11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,2176,0,18, United-States,<=50K
32,0034V00002Ze2tMQAR, State-gov,92003, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,>50K
29,0034V00002Ze2tNQAR, Private,188401, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States,<=50K
33,0034V00002Ze2tOQAR, Private,228528,10th,6, Never-married, Craft-repair, Unmarried, White, Female,0,0,35, United-States,<=50K
25,0034V00002Ze2tPQAR, Private,133373, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,<=50K
36,0034V00002Ze2tQQAR, Federal-gov,255191, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,1408,40, United-States,<=50K
23,0034V00002Ze2tRQAR, Private,204653, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,72, Dominican-Republic,<=50K
63,0034V00002Ze2tSQAR, Self-emp-inc,222289, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>50K
47,0034V00002Ze2tTQAR, Local-gov,287480, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,<=50K
80,0034V00002Ze2tUQAR, ?,107762, HS-grad,9, Widowed, ?, Not-in-family, White, Male,0,0,24, United-States,<=50K
17,0034V00002Ze2tVQAR, ?,202521,11th,7, Never-married, ?, Own-child, White, Male,0,0,40, United-States,<=50K
40,0034V00002Ze2tWQAR, Self-emp-not-inc,204116, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,2174,0,40, United-States,<=50K
30,0034V00002Ze2tXQAR, Private,29662, Assoc-acdm,12, Married-civ-spouse, Other-service, Wife, White, Female,0,0,25, United-States,>50K
27,0034V00002Ze2tYQAR, Private,116358, Some-college,10, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,1980,40, Philippines,<=50K
33,0034V00002Ze2tZQAR, Private,208405, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,>50K
34,0034V00002Ze2taQAB, Local-gov,284843, HS-grad,9, Never-married, Farming-fishing, Not-in-family, Black, Male,594,0,60, United-States,<=50K
34,0034V00002Ze2tbQAB, Local-gov,117018, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States,<=50K
23,0034V00002Ze2tcQAB, Private,81281, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,<=50K
42,0034V00002Ze2tdQAB, Local-gov,340148, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,<=50K
29,0034V00002Ze2teQAB, Private,363425, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,<=50K
45,0034V00002Ze2tfQAB, Private,45857, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,28, United-States,<=50K
24,0034V00002Ze2tgQAB, Federal-gov,191073, HS-grad,9, Never-married, Armed-Forces, Own-child, White, Male,0,0,40, United-States,<=50K
44,0034V00002Ze2svQAB, Private,116632, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,>50K
27,0034V00002Ze2swQAB, Private,405855,9th,5, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, Mexico,<=50K
20,0034V00002Ze2sxQAB, Private,298227, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States,<=50K
44,0034V00002Ze2syQAB, Private,290521, HS-grad,9, Widowed, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States,<=50K
51,0034V00002Ze2szQAB, Private,56915, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,<=50K
20,0034V00002Ze2t0QAB, Private,146538, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<=50K
17,0034V00002Ze2t1QAB, ?,258872,11th,7, Never-married, ?, Own-child, White, Female,0,0,5, United-States,<=50K
19,0034V00002Ze2t2QAB, Private,206399, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States,<=50K
45,0034V00002Ze2t3QAB, Self-emp-inc,197332, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,>50K
60,0034V00002Ze2t4QAB, Private,245062, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,>50K
42,0034V00002Ze2t5QAB, Private,197583, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, ?,>50K
44,0034V00002Ze2t6QAB, Self-emp-not-inc,234885, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States,>50K
40,0034V00002Ze2siQAB, Private,72887, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,>50K
30,0034V00002Ze2t8QAB, Private,180374, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,<=50K
38,0034V00002Ze2t9QAB, Private,351299, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States,<=50K
23,0034V00002Ze2tAQAR, Private,54012, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,<=50K
32,0034V00002Ze2thQAB, ?,115745, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,<=50K
44,0034V00002Ze2tiQAB, Private,116632, Assoc-acdm,12, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,<=50K
54,0034V00002ZUolWQAT, Local-gov,288825, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,<=50K
32,0034V00002ZUolXQAT, Private,132601, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,<=50K
50,0034V00002ZUolYQAT, Private,193374,1st-4th,2, Married-spouse-absent, Craft-repair, Unmarried, White, Male,0,0,40, United-States,<=50K
24,0034V00002ZUolZQAT, Private,170070, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,20, United-States,<=50K
37,0034V00002ZUolaQAD, Private,126708, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,60, United-States,<=50K
52,0034V00002ZUolbQAD, Private,35598, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States,<=50K
38,0034V00002ZUolcQAD, Private,33983, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,<=50K
49,0034V00002ZUoldQAD, Private,192776, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States,>50K
30,0034V00002ZUoleQAD, Private,118551, Bachelors,13, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,16, United-States,>50K
60,0034V00002ZUolfQAD, Private,201965, Some-college,10, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States,>50K
22,0034V00002ZUolgQAD, ?,139883, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States,<=50K
35,0034V00002ZUolhQAD, Private,285020, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<=50K
30,0034V00002ZUoliQAD, Private,303990, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States,<=50K
67,0034V00002ZUoljQAD, Private,49401, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Female,0,0,24, United-States,<=50K
46,0034V00002ZUolkQAD, Private,279196, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,<=50K
17,0034V00002ZUollQAD, Private,211870,9th,5, Never-married, Other-service, Not-in-family, White, Male,0,0,6, United-States,<=50K
22,0034V00002ZUolmQAD, Private,281432, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States,<=50K
27,0034V00002ZUolnQAD, Private,161155,10th,6, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,<=50K
23,0034V00002ZUoloQAD, Private,197904, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States,<=50K
33,0034V00002ZUolpQAD, Private,111746, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Portugal,<=50K
43,0034V00002ZUolqQAD, Self-emp-not-inc,170721, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States,<=50K
28,0034V00002ZUolrQAD, State-gov,70100, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States,<=50K
41,0034V00002ZUolsQAD, Private,193626, HS-grad,9, Married-spouse-absent, Craft-repair, Unmarried, White, Female,0,0,40, United-States,<=50K
52,0034V00002ZUoltQAD, ?,271749,12th,8, Never-married, ?, Other-relative, Black, Male,594,0,40, United-States,<=50K
25,0034V00002ZUoluQAD, Private,189775, Some-college,10, Married-spouse-absent, Adm-clerical, Own-child, Black, Female,0,0,20, United-States,<=50K
63,0034V00002ZUolvQAD, ?,401531,1st-4th,2, Married-civ-spouse, ?, Husband, White, Male,0,0,35, United-States,<=50K
59,0034V00002ZUolwQAD, Local-gov,286967, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,<=50K
45,0034V00002ZUolxQAD, Local-gov,164427, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,<=50K
38,0034V00002ZUolyQAD, Private,91039, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States,>50K
40,0034V00002ZUolzQAD, Private,347934, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States,<=50K
46,0034V00002ZUom0QAD, Federal-gov,371373, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,<=50K
35,0034V00002ZUom1QAD, Private,32220, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States,<=50K
34,0034V00002ZUom2QAD, Private,187251, HS-grad,9, Divorced, Prof-specialty, Unmarried, White, Female,0,0,25, United-States,<=50K
33,0034V00002ZUom3QAD, Private,178107, Bachelors,13, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States,<=50K
41,0034V00002ZUom4QAD, Private,343121, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,36, United-States,<=50K
20,0034V00002Ze2shQAB, Private,262749, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,<=50K
23,0034V00002Ze2siQAB, Private,403107,5th-6th,3, Never-married, Other-service, Own-child, White, Male,0,0,40, El-Salvador,<=50K
26,0034V00002Ze2sjQAB, Private,64293, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States,<=50K
72,0034V00002Ze2skQAB, ?,303588, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,20, United-States,<=50K
23,0034V00002Ze2slQAB, Local-gov,324960, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Poland,<=50K
62,0034V00002Ze2smQAB, Local-gov,114060, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,<=50K
52,0034V00002Ze2snQAB, Private,48925, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,<=50K
58,0034V00002Ze2soQAB, Private,180980, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,42, France,<=50K
25,0034V00002Ze2spQAB, Private,181054, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,<=50K
24,0034V00002Ze2sqQAB, Private,388093, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States,<=50K
19,0034V00002Ze2srQAB, Private,249609, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,8, United-States,<=50K
43,0034V00002Ze2ssQAB, Private,112131, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<=50K
47,0034V00002Ze2stQAB, Local-gov,543162, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,<=50K
39,0034V00002Ze2suQAB, Private,91996, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,<=50K
49,0034V00002Ze2tBQAR, Private,141944, Assoc-voc,11, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,1380,42, United-States,<=50K
53,0034V00002Ze2tCQAR, ?,251804,5th-6th,3, Widowed, ?, Unmarried, Black, Female,0,0,30, United-States,<=50K
32,0034V00002Ze2tDQAR, Private,37070, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,<=50K
34,0034V00002Ze2tEQAR, Private,337587, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,>50K
28,0034V00002Ze2tFQAR, Private,189346, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,<=50K
57,0034V00002Ze2tGQAR, ?,222216, Assoc-voc,11, Widowed, ?, Unmarried, White, Female,0,0,38, United-States,<=50K
25,0034V00002Ze2tHQAR, Private,267044, Some-college,10, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States,<=50K
20,0034V00002Ze2tIQAR, ?,214635, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,24, United-States,<=50K
21,0034V00002Ze2tJQAR, ?,204226, Some-college,10, Never-married, ?, Unmarried, White, Female,0,0,35, United-States,<=50K
34,0034V00002Ze2tKQAR, Private,108116, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,>50K
38,0034V00002Ze2tLQAR, Self-emp-inc,99146, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,80, United-States,>50K
50,0034V00002Ze2tMQAR, Private,196232, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, United-States,>50K
24,0034V00002Ze2tNQAR, Local-gov,248344, Some-college,10, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,50, United-States,<=50K
37,0034V00002Ze2tOQAR, Local-gov,186035, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States,>50K
44,0034V00002Ze2tPQAR, Private,177905, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,58, United-States,>50K
28,0034V00002Ze2tQQAR, Private,85812, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States,<=50K
42,0034V00002Ze2tRQAR, Private,221172, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>50K
74,0034V00002Ze2tSQAR, Private,99183, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,9, United-States,<=50K
38,0034V00002Ze2tTQAR, Self-emp-not-inc,190387, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,<=50K
44,0034V00002Ze2tUQAR, Self-emp-not-inc,202692, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,<=50K
44,0034V00002Ze2tVQAR, Private,109339,11th,7, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,46, Puerto-Rico,<=50K
26,0034V00002Ze2tWQAR, Private,108658, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,<=50K
36,0034V00002Ze2tXQAR, Private,197202, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States,<=50K
41,0034V00002Ze2tYQAR, Private,101739, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States,>50K
67,0034V00002Ze2tZQAR, Private,231559, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,20051,0,48, United-States,>50K
39,0034V00002Ze2taQAB, Local-gov,207853,12th,8, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States,<=50K
57,0034V00002Ze2tbQAB, Private,190942,1st-4th,2, Widowed, Priv-house-serv, Not-in-family, Black, Female,0,0,30, United-States,<=50K
29,0034V00002Ze2tcQAB, Private,102345, Assoc-voc,11, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<=50K
31,0034V00002Ze2tdQAB, Self-emp-inc,41493, Bachelors,13, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,45, United-States,<=50K
34,0034V00002Ze2teQAB, ?,190027, HS-grad,9, Never-married, ?, Unmarried, Black, Female,0,0,40, United-States,<=50K
44,0034V00002Ze2tfQAB, Private,210525, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,<=50K
29,0034V00002Ze2tgQAB, Private,133937, Doctorate,16, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,<=50K
30,0034V00002Ze2svQAB, Private,237903, Some-college,10, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States,<=50K
27,0034V00002Ze2swQAB, Private,163862, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,<=50K
27,0034V00002Ze2sxQAB, Private,201872, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,<=50K
32,0034V00002Ze2syQAB, Private,84179, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,45, United-States,<=50K
58,0034V00002Ze2szQAB, Private,51662,10th,6, Married-civ-spouse, Other-service, Wife, White, Female,0,0,8, United-States,<=50K
35,0034V00002Ze2t0QAB, Local-gov,233327, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,<=50K
21,0034V00002Ze2t1QAB, Private,259510, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,36, United-States,<=50K
28,0034V00002Ze2t2QAB, Private,184831, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States,<=50K
46,0034V00002Ze2t3QAB, Self-emp-not-inc,245724, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,<=50K
36,0034V00002Ze2t4QAB, Self-emp-not-inc,27053, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States,<=50K
72,0034V00002Ze2t5QAB, Private,205343,11th,7, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,<=50K
35,0034V00002Ze2t6QAB, Private,229328, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, United-States,<=50K
33,0034V00002Ze2siQAB, Federal-gov,319560, Assoc-voc,11, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States,>50K
69,0034V00002Ze2t8QAB, Private,136218,11th,7, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,<=50K
35,0034V00002Ze2t9QAB, Private,54576, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<=50K
31,0034V00002Ze2tAQAR, Private,323069, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,20, ?,<=50K
34,0034V00002Ze2thQAB, Private,148291, HS-grad,9, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,32, United-States,<=50K
30,0034V00002Ze2tiQAB, Private,152453,11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico,<=50K
28,0034V00002ZUolWQAT, Private,114053, Bachelors,13, Never-married, Transport-moving, Not-in-family, White, Male,0,0,55, United-States,<=50K
54,0034V00002ZUolXQAT, Private,212960, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States,>50K
47,0034V00002ZUolYQAT, Private,264052, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,>50K
24,0034V00002ZUolZQAT, Private,82804, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States,<=50K
52,0034V00002ZUolaQAD, Self-emp-not-inc,334273, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,>50K
20,0034V00002ZUolbQAD, Private,27337, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,48, United-States,<=50K
43,0034V00002ZUolcQAD, Self-emp-inc,188436, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013,0,45, United-States,<=50K
45,0034V00002ZUoldQAD, Private,433665,7th-8th,4, Separated, Other-service, Unmarried, White, Female,0,0,40, Mexico,<=50K
29,0034V00002ZUoleQAD, Self-emp-not-inc,110663, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,<=50K
47,0034V00002ZUolfQAD, Private,87490, Masters,14, Divorced, Exec-managerial, Unmarried, White, Male,0,0,42, United-States,<=50K
24,0034V00002ZUolgQAD, Private,354351, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,<=50K
51,0034V00002ZUolhQAD, Private,95469, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,<=50K
17,0034V00002ZUoliQAD, Private,242718,11th,7, Never-married, Sales, Own-child, White, Male,0,0,12, United-States,<=50K
37,0034V00002ZUoljQAD, Private,22463, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States,>50K
27,0034V00002ZUolkQAD, Private,158156, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,70, United-States,<=50K
29,0034V00002ZUollQAD, Private,350162, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States,>50K
18,0034V00002ZUolmQAD, ?,165532,12th,8, Never-married, ?, Own-child, White, Male,0,0,25, United-States,<=50K
36,0034V00002ZUolnQAD, Self-emp-not-inc,28738, Assoc-acdm,12, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States,<=50K
58,0034V00002ZUoloQAD, Local-gov,283635, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,<=50K
26,0034V00002ZUolpQAD, Self-emp-not-inc,86646, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,<=50K
65,0034V00002ZUolqQAD, ?,195733, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,30, United-States,>50K
57,0034V00002ZUolrQAD, Private,69884, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,>50K
59,0034V00002ZUolsQAD, Private,199713, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
27,0034V00002ZUoltQAD, Private,181659, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<=50K
31,0034V00002ZUoluQAD, Self-emp-not-inc,340939, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,<=50K
21,0034V00002ZUolvQAD, Private,197747, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,24, United-States,<=50K
